bracket_text	count	class	example_song_ids
Verse 2: Method Man	1	section_marker	hf_19357
Verse 3: Streetlife	1	section_marker	hf_19357
Verse 1 (Reversed)	1	section_marker	hf_19359
Verse 2: Lambo the Godd	1	section_marker	hf_19364
Verse 3: !LLumiN@TE	1	section_marker	hf_19364
Verse 1 Lil Elii	1	section_marker	hf_19368
Verse 2: Lil Suav	1	section_marker	hf_19368
Hook: Lil Suav	1	section_marker	hf_19368
Outro: Lil Elii	1	section_marker	hf_19368
Outro, x4	1	section_marker	hf_19410
Part 1: Waves	1	other	hf_19415
Part 2: Sugar Cane	1	other	hf_19415
Outro: Huron John	1	section_marker	hf_19419
Repeat Intro	1	section_marker	hf_19420
Pre Chrous	1	speaker_or_tag	hf_19426
Hook:Justin Beiber	1	section_marker	hf_19445
Verse 2:RetroK1DD	1	section_marker	hf_19445
Verse 1: Guap Tarantino	1	section_marker	hf_19450
Verse 2: Lil Gotit	1	section_marker	hf_19450
Outro: Guap Tarantino	1	section_marker	hf_19450
Verse One: LP Rambo	1	section_marker	hf_19469
PREEECH	1	speaker_or_tag	hf_19474
Louie $ativa	1	other	hf_19474
Louie & PREEECH	1	speaker_or_tag	hf_19474
X8	1	repeat_marker	hf_19487
Intro: Ahmee	1	section_marker	hf_19492
Verse 1: MRI	1	section_marker	hf_19492
Verse 2: Ahmee	1	section_marker	hf_19492
Verse 3: MRI	1	section_marker	hf_19492
gloomyboi	1	speaker_or_tag	hf_19495
Verse 1: Colin Macleod	1	section_marker	hf_19503
Pre-Chorus: Colin Macleod	1	section_marker	hf_19503
Pre-Chorus: Colin Macleod & Sheryl Crow	1	section_marker	hf_19503
Chorus: Colin Macleod & Sheryl Crow	1	section_marker	hf_19503
Outro: Colin Macleod	1	section_marker	hf_19503
Intro: Tarrus Riley & Masicka	1	section_marker	hf_19507
Chorus: Tarrus Riley & Masicka	1	section_marker	hf_19507
Verse 1: Masicka	1	section_marker	hf_19507
Verse 2: Masicka	1	section_marker	hf_19507
Verse 3: Masicka	1	section_marker	hf_19507
Carry on	1	speaker_or_tag	hf_19519
Scratched Outro	1	section_marker	hf_19519
Just Existing	1	speaker_or_tag	hf_19519
Signature	1	speaker_or_tag	hf_19522
Say Kuro	1	speaker_or_tag	hf_19522
Verse 2: Inspectah Deck	1	section_marker	hf_19542
Verse 1: Earna & MJ	1	section_marker	hf_19544
trash?	1	other	hf_19549
Bridge: Voicemail message	1	section_marker	hf_19554
Verse 2: Desiigner	1	section_marker	hf_19556
Intro: Lil Tommy	1	section_marker	hf_19563
Chorus: Rodri	1	section_marker	hf_19563
Chorus: Yoppa Bam & Lil Pump	1	section_marker	hf_19565
Verse: Lil Pump	1	section_marker	hf_19565
Interlude: Transitions into If You Ever Leave Me I’m Going to Kill Myself	1	section_marker	hf_19567
Verse 2: Chris Martin	1	section_marker	hf_19568
Interlude: Young Men & Police Officer Philip Nace, Chris Martin	1	section_marker	hf_19568
Epic Guitar Solo	1	section_marker	hf_19579
Epic Bass Solo	1	section_marker	hf_19579
Emcee eS	1	speaker_or_tag	hf_19585
K. Explicit	1	speaker_or_tag	hf_19585
Verse 1: Mr. Grey	1	section_marker	hf_19593
Verse 2: Bones Almighty	1	section_marker	hf_19593
Verse 3: Alex Demented	1	section_marker	hf_19593
gunning?	1	other	hf_19593
Steve?	1	other	hf_19593
Verse 4: Bunny Chiba	1	section_marker	hf_19593
Try rip?	1	other	hf_19593
Verse 5: Insane Poetry	1	section_marker	hf_19593
Hook - repeat 2x	1	section_marker	hf_19616
Verse 2: The Guy	1	section_marker	hf_19617
Verse 3: Rev. Morgan	1	section_marker	hf_19617
Verse 1: Damien	1	section_marker	hf_19620
Verse 2: Biannca & (Damien)	1	section_marker	hf_19620
Outro: Damien	1	section_marker	hf_19620
Verse.2	1	section_marker	hf_19629
Skit: Kroger Employee & Protagonist	1	section_marker	hf_19635
Interlude/Skit: Unknown Voice & Protagonist	1	section_marker	hf_19635
Intro: Young Chris	1	section_marker	hf_19642
Bridge: Young Chris (Lil Wayne)	1	section_marker	hf_19642
Hook: Young Chris (Lil Wayne)	1	section_marker	hf_19642
Verse 1: Young Chris (Lil Wayne)	1	section_marker	hf_19642
Deli	1	speaker_or_tag	hf_19642
comb	1	speaker_or_tag	hf_19642
nookie	1	speaker_or_tag	hf_19642
Verse 2: Lil Wayne (Young Chris)	1	section_marker	hf_19642
Hook 2: Young Chris (Lil Wayne)	1	section_marker	hf_19642
Outro: Lil Wayne	1	section_marker	hf_19642
Organ & Guitar Solo	1	section_marker	hf_19646
The Kid LAROI	1	speaker_or_tag	hf_19657
Fivio Foreign	1	speaker_or_tag	hf_19657
Verse 2: Ben&Ben & Moira	1	section_marker	hf_19662
Outro: Moira & Ben&Ben	1	section_marker	hf_19662
MONKEY MAJIK「Undercover」歌詞	1	other	hf_19666
Intro: S3nsi Molly & Lil Brook	1	section_marker	hf_19679
Verse 1: S3nsi Molly	1	section_marker	hf_19679
Verse 2: Lil Brook	1	section_marker	hf_19679
Verse 3: Lil Brook	1	section_marker	hf_19679
Verse 4: S3nsi Molly	1	section_marker	hf_19679
Ben Duerr	1	speaker_or_tag	hf_19680
Final intro	1	section_marker	hf_19690
Outro x8	1	section_marker	hf_19694
Outro: Samples	1	section_marker	hf_19696
Verse 1: Le1f	1	section_marker	hf_19697
Verse 2: Lafem LaDosha	1	section_marker	hf_19697
Interlude: Lafem LaDosha	1	section_marker	hf_19697
Verse 3: Junglepussy	1	section_marker	hf_19697
Verse 4: Le1f	1	section_marker	hf_19697
Verse 2: Bianca	1	section_marker	hf_19702
Chorus: Sierra	1	section_marker	hf_19702
Intro: Money Man	1	section_marker	hf_19706
Verse 1: Money Man	1	section_marker	hf_19706
Verse 2: Jackboy	1	section_marker	hf_19706
Verse 2: Asher Roth	1	section_marker	hf_19715
Verse 1: Maui Mac	1	section_marker	hf_19717
Verse 2: Rob Wellz	1	section_marker	hf_19717
Verse 3: Reem	1	section_marker	hf_19717
Verse 1: Morgan Mills	1	section_marker	hf_19723
Chorus: Morgan Mills & Colt Ford	1	section_marker	hf_19723
Bridge: Morgan Mills & Colt Ford	1	section_marker	hf_19723
Verse 1: StanWill	1	section_marker	hf_19736
Verse 2: Almighty Suspect	1	section_marker	hf_19736
Verse 3: StanWill	1	section_marker	hf_19736
Prod. by Limelight	1	metadata	hf_19743
Chorus: ZXZ Ghost	1	section_marker	hf_19745
Bridge: ZXZ Ghost	1	section_marker	hf_19745
Verse 2: ZXZ Ghost	1	section_marker	hf_19745
Verse 3: Young Dexx	1	section_marker	hf_19745
Chorus 2: ZXZ Ghost	1	section_marker	hf_19745
verse: 1	1	section_marker	hf_19763
verse: 2	1	section_marker	hf_19763
Bridge/Chorus	1	section_marker	hf_19767
Post-Chorus: Sheryl Crow, Chris Stapleton, Both	1	section_marker	hf_19771
Chorus: Sheryl Crow, Chris Stapleton	1	section_marker	hf_19771
Post-Chorus: Sheryl Crow, Chris Stapleton	1	section_marker	hf_19771
Outro: Sheryl Crow, Chris Stapleton	1	section_marker	hf_19771
Verse 2: Young T	1	section_marker	hf_19776
Verse 3: Bugsey	1	section_marker	hf_19776
Skit - Elle Pierre	1	section_marker	hf_19777
Outro - Elle Pierre	1	section_marker	hf_19777
Intro: Mitchell Tenpenny	1	section_marker	hf_19796
Bridge: Mitchell Tenpenny	1	section_marker	hf_19796
Outro: Mitchell Tenpenny	1	section_marker	hf_19796
Chorus: Belly, Juelz Santana, & 2 Chainz	1	section_marker	hf_19798
Verse 1: Simcity	1	section_marker	hf_19813
Verse 2: Simcity	1	section_marker	hf_19813
Spoken word: Simcity	1	section_marker	hf_19813
Bridge: Simcity	1	section_marker	hf_19813
Post-Chorus: Tove Lo	1	section_marker	hf_19818
Verse 2: Tove Lo	1	section_marker	hf_19818
Brief Message	1	speaker_or_tag	hf_19826
Verse 1: Cris Streetz	1	section_marker	hf_19828
Verse 2: Cris Streetz	1	section_marker	hf_19828
Verse 1: Ty Balla	1	section_marker	hf_19841
Verse 2: Kay Kapone	1	section_marker	hf_19841
Verse 2: Trip Lee	1	section_marker	hf_19850
Chorus: Caskey	1	section_marker	hf_19857
Verse 1: Caskey	1	section_marker	hf_19857
Bridge: Father Lucas	1	section_marker	hf_19857
Verse 2: Father Lucas	1	section_marker	hf_19857
Chorus: Father Lucas	1	section_marker	hf_19857
Chorus: Caskey & Father Lucas	1	section_marker	hf_19857
Damn	1	speaker_or_tag	hf_19862
Fuck you too! Aye Dope	1	other	hf_19862
Verse 1: Multiplexes	1	section_marker	hf_19892
Hook: Killstation	1	section_marker	hf_19892
Intro: Emily Warren	1	section_marker	hf_19918
Verse 1: Sean Paul	1	section_marker	hf_19918
Verse 2: Sean Paul	1	section_marker	hf_19918
Bridge: Emily Warren	1	section_marker	hf_19918
Someone... come and lift me out of here... I just wanna go to sleep... There's a whisper in my ear...	1	other	hf_19934
Spoken Word: Announcer	1	section_marker	hf_19946
Instrumental Intro	1	section_marker	hf_19946
Chorus: Millie Tilby	1	section_marker	hf_19949
Verse 2: Leeland, Leeland & Millie Tilby	1	section_marker	hf_19949
Bridge: Leeland & Millie Tilby	1	section_marker	hf_19949
Chorus: 03 Greedo & Nef The Pharaoh	1	section_marker	hf_19953
Verse 1: Nef The Pharaoh	1	section_marker	hf_19953
Outro: 03 Greedo & Nef The Pharaoh	1	section_marker	hf_19953
Outro (Spoken)	1	section_marker	hf_19956
Verse 1: Gio.B	1	section_marker	hf_19966
Verse 3: Gio.B	1	section_marker	hf_19966
Outro: Gio.B	1	section_marker	hf_19966
It's not true	1	speaker_or_tag	hf_19976
Tough Times	1	speaker_or_tag	hf_19976
Right Time	1	speaker_or_tag	hf_19976
Worst Time	1	speaker_or_tag	hf_19976
Your my life	1	speaker_or_tag	hf_19976
Your my time	1	speaker_or_tag	hf_19976
Your my blood	1	speaker_or_tag	hf_19976
Your my love	1	speaker_or_tag	hf_19976
Your my soul	1	speaker_or_tag	hf_19976
Your my whole	1	speaker_or_tag	hf_19976
Your my heart	1	speaker_or_tag	hf_19976
Want you	1	speaker_or_tag	hf_19976
Only you	1	speaker_or_tag	hf_19976
Just you	1	speaker_or_tag	hf_19976
But you	1	speaker_or_tag	hf_19976
Gether	1	speaker_or_tag	hf_19976
Weather	1	speaker_or_tag	hf_19976
With you	1	speaker_or_tag	hf_19976
i love you	1	speaker_or_tag	hf_19976
Paroles de "Lost in the party"	1	other	hf_19979
Couplet 1 : Le Motif	1	other	hf_19979
Couplet 2 : Maskey	1	other	hf_19979
she's my baby?	1	other	hf_19979
Instrumental Verse	1	section_marker	hf_19991
Hook: 21 Savage	1	section_marker	hf_20006
Hook 2: 21 Savage	1	section_marker	hf_20006
Outro: 21 Savage	1	section_marker	hf_20006
Intro: Trippie Redd	1	section_marker	hf_20029
Verse 2: Famous Dex	1	section_marker	hf_20029
Guitar and Pedal Steel Guitar Solos	1	section_marker	hf_20038
Brieanna and Me	1	speaker_or_tag	hf_20041
1:06	1	other	hf_20061
1:58	1	other	hf_20061
2:18	1	other	hf_20061
Verse: Cris Streetz	1	section_marker	hf_20069
Hook - Cris Streetz	1	section_marker	hf_20069
Verse 1: Marlin, the great	1	section_marker	hf_20070
Verse 2: KREAM	1	section_marker	hf_20070
Verse 2: Nakhane	1	section_marker	hf_20073
Verse 3: Nakhane	1	section_marker	hf_20073
Verse 1: Lul G	1	section_marker	hf_20089
Verse 2: Lul G	1	section_marker	hf_20089
Vocal Interlude	1	section_marker	hf_20096
Verse 2: Sadboyprolific	1	section_marker	hf_20099
Verse 3: Ali_Must_Die	1	section_marker	hf_20099
Verse 2: Cousin Fik	1	section_marker	hf_20100
Verse 3: Too $hort	1	section_marker	hf_20100
Intro: YNW Melly	1	section_marker	hf_20105
Pre-Chorus: YNW Melly	1	section_marker	hf_20105
Verse 1: YNW Melly	1	section_marker	hf_20105
Chorus: YNW Melly & Juice WRLD, Both	1	section_marker	hf_20105
Outro: YNW Melly	1	section_marker	hf_20105
VERSE 1: VIRGIL'S DEVIL	1	section_marker	hf_20108
VERSE 2: KILL TRAVIS	1	section_marker	hf_20108
guitar & instrumental	1	section_marker	hf_20117
Chorus: Justin Moore	1	section_marker	hf_20123
Verse 3: Colt Ford, Justin Moore, Both	1	section_marker	hf_20123
Outro: Justin Moore	1	section_marker	hf_20123
Round 1: T-Top	1	other	hf_20133
Round 2: T-Top	1	other	hf_20133
Round 3: T-Top	1	other	hf_20133
Intro: Setitoff83	1	section_marker	hf_20144
Verse 1: Setitoff83	1	section_marker	hf_20144
Verse 2: Yung Boss Tevo	1	section_marker	hf_20144
Verse 3: Lil Tony	1	section_marker	hf_20144
Outro: Lil Tony	1	section_marker	hf_20144
Verse 1: Murdock	1	section_marker	hf_20153
Verse 2: Jack Blerry	1	section_marker	hf_20153
Verse 1: Treach	1	section_marker	hf_20159
Verse 1: FTG Reggie	1	section_marker	hf_20177
Verse 2: FTG Metro	1	section_marker	hf_20177
Chrous: FTG Reggie	1	other	hf_20177
Reek Raw	1	speaker_or_tag	hf_20184
Intro: Usher	1	section_marker	hf_20186
Verse 3: Kannon	1	section_marker	hf_20189
Intro: ALFHA Bliss	1	section_marker	hf_20212
Verse 1: Luix	1	section_marker	hf_20212
Bridge: Luix	1	section_marker	hf_20212
Verse 2: Elton John	1	section_marker	hf_20223
Verse 3: Neil Tennant and Elton John	1	section_marker	hf_20223
Verse 4: Neil Tennant	1	section_marker	hf_20223
Outro: Elton John	1	section_marker	hf_20223
Bridge: Demons	1	section_marker	hf_20225
Bridge 2: Jade and Demons	1	section_marker	hf_20225
Verse 2: Tami Neilson	1	section_marker	hf_20228
Bridge: Marlon Williams	1	section_marker	hf_20228
Verse 3: Tami Neilson	1	section_marker	hf_20228
Verse 2: Hylton	1	section_marker	hf_20234
Outro: Hylton	1	section_marker	hf_20234
Verse: 1 Phenique	1	section_marker	hf_20239
Verse: 2 Phenique	1	section_marker	hf_20239
Verse: 3 Phenique	1	section_marker	hf_20239
Outro: Phenique	1	section_marker	hf_20239
Verse 1: S. Carey	1	section_marker	hf_20246
Chorus: S. Carey	1	section_marker	hf_20246
Verse 2: Justin Vernon	1	section_marker	hf_20246
Verse1: Lyrics Of Two	1	section_marker	hf_20247
Verse2: Lyrics Of Two	1	section_marker	hf_20247
Bridge: Lyrics Of Two	1	section_marker	hf_20247
LADYBUG & GRASSHOPPER	1	speaker_or_tag	hf_20252
CENTIPEDE & EARTHWORM & SPIDER	1	other	hf_20252
SPIDER & CENTIPEDE	1	speaker_or_tag	hf_20252
CENTIPEDE, spoken	1	section_marker	hf_20252
SPIDER, spoken	1	section_marker	hf_20252
EARTHWORM, spoken	1	section_marker	hf_20252
EARTHWORM, sung	1	speaker_or_tag	hf_20252
LADYBUG	1	speaker_or_tag	hf_20252
LADYBUG & JAMES	1	speaker_or_tag	hf_20252
LADYBUG, spoken	1	section_marker	hf_20252
LADAHLORD, spoken	1	section_marker	hf_20252
GRASSHOPPER & LADYBUG	1	speaker_or_tag	hf_20252
CENTIPEDE & SPIDER & EARTHWORM	1	other	hf_20252
BUGS/JAMES/LADAHLORD & ENSEMBLE	1	other	hf_20252
Verse 1: DMB	1	section_marker	hf_20254
Hook: DMB	1	section_marker	hf_20254
Verse 2: Elusive	1	section_marker	hf_20254
Verse 3: DMB	1	section_marker	hf_20254
Verse 2: Krizz Kaliko	1	section_marker	hf_20259
Verse 3: Oobergeek	1	section_marker	hf_20259
Letra de "What Are You Doing the Rest of Your Life?" com Maysa e Raul Cortez	1	other	hf_20270
Yodel	1	speaker_or_tag	hf_20297
Steel guitar breakdown	1	section_marker	hf_20301
Verse 2: Tex, Bird, All	1	section_marker	hf_20308
Verse 3: Tex, Bird, All	1	section_marker	hf_20308
Chorus- Cristina Scabbie	1	section_marker	hf_20317
Osegueda	1	speaker_or_tag	hf_20317
Verse-Scabbie	1	section_marker	hf_20317
Outro-Osegueda	1	section_marker	hf_20317
Chorus 1: Yumus	1	section_marker	hf_20323
Verse: Yumus	1	section_marker	hf_20323
Chorus 2: Yumus	1	section_marker	hf_20323
Riff	1	speaker_or_tag	hf_20325
Verse: Kearne Dragon	1	section_marker	hf_20332
Mandolin solo	1	section_marker	hf_20339
Bridge 1: Spitfire	1	section_marker	hf_20340
Verse 2: Spitfire	1	section_marker	hf_20340
Bridge 2: Spitfire	1	section_marker	hf_20340
Verse 3: Spitfire	1	section_marker	hf_20340
Bridge 3: Spitfire	1	section_marker	hf_20340
Verse 4: Spitfire	1	section_marker	hf_20340
Verse 2: Jimmy Nice	1	section_marker	hf_20348
Outro: Jimmy Nice, Nick Lupi	1	section_marker	hf_20348
THIS version of ‘Shaad W's “Grew” is provided with speech-to-text ware	1	other	hf_20350
Verse 2: Prez	1	section_marker	hf_20352
Verse 3: Prez	1	section_marker	hf_20352
Skit: Prez	1	section_marker	hf_20352
Outro: Prez	1	section_marker	hf_20352
Lead In 1	1	speaker_or_tag	hf_20371
Lead In 2	1	speaker_or_tag	hf_20371
Chorus Breakdown	1	section_marker	hf_20371
James, spoken	1	section_marker	hf_20374
Verse 2: Lance Wilson & Sean Johnson	1	section_marker	hf_20377
Pre-Chorus: Big Smoke	1	section_marker	hf_20377
Outro: Lance Wilson, Sean Johnson & Big Smoke	1	section_marker	hf_20377
Hook: Douglas Arizona and lxwsight	1	section_marker	hf_20381
Verse 1: Douglas Arizona	1	section_marker	hf_20381
Verse 2: lxwsight	1	section_marker	hf_20381
Verse 2: 4rs0n	1	section_marker	hf_20381
Saxophone Outro	1	section_marker	hf_20393
Chorus: 800pts & PE$O PETE	1	section_marker	hf_20398
Verse: PE$O PETE	1	section_marker	hf_20398
Chorus: 800pts, PE$O PETE, & Both	1	section_marker	hf_20398
Verse 1: Reggie Riches	1	section_marker	hf_20399
Verse 2: Reggie Riches	1	section_marker	hf_20399
Verse 1: Marina and The Devil	1	section_marker	hf_20406
Verse 2: Marina and The Devil & Remy Ma	1	section_marker	hf_20406
Outro: Remy Ma	1	section_marker	hf_20406
Transition to Heat Miser	1	speaker_or_tag	hf_20408
Bridge: Mohan Singh	1	section_marker	hf_20414
Verse 2: Rush Toor	1	section_marker	hf_20414
Verse 3: Guru Lahori	1	section_marker	hf_20414
Bridge: Mohan Singh, Rush Toor & Kallme Up	1	section_marker	hf_20414
Verse 4: Kallme Up	1	section_marker	hf_20414
Verse 1: Nick Brewer	1	section_marker	hf_20425
Verse 2: Nick Brewer	1	section_marker	hf_20425
Outro: KREEA	1	section_marker	hf_20425
Verse 2: Keb' Mo', Robbie Brooks Moore, Both	1	section_marker	hf_20447
Bridge 1: Keb' Mo' & Robbie Brooks Moore, Keb' Mo'	1	section_marker	hf_20447
Bridge 2: Keb' Mo', Robbie Brooks Moore, Both	1	section_marker	hf_20447
Chorus: Both, Keb' Mo', Robbie Brooks Moore	1	section_marker	hf_20447
Verse 1: Myles Reed	1	section_marker	hf_20451
Pre-Chorus: Myles Reed	1	section_marker	hf_20451
Verse 2: Kevin Kloud	1	section_marker	hf_20451
five ounce ?	1	other	hf_20453
Chorus: Ghostie & Shark Breach	1	section_marker	hf_20453
Verse 2: Shark Breach	1	section_marker	hf_20453
Chorus: Ghostie & Leon'sWOLF	1	section_marker	hf_20453
Verse 3: Leon'sWOLF	1	section_marker	hf_20453
Outro: Leons'WOLF	1	section_marker	hf_20453
Chorus: Sick Ppl & HotboyRyda	1	section_marker	hf_20461
Verse 1: HotboyRyda	1	section_marker	hf_20461
Verse 2: Sick Ppl & HotboyRyda	1	section_marker	hf_20461
Chorus Reprise	1	section_marker	hf_20483
Intro: Churchkid	1	section_marker	hf_20502
Outro: ChurchKid	1	section_marker	hf_20502
Interlude: Gasch, Artua	1	section_marker	hf_20506
Verse 1: Mos Emvy	1	section_marker	hf_20520
Hook: Mos Emvy	1	section_marker	hf_20520
Verse 1: Lilcandypaint	1	section_marker	hf_20522
Verse 2: Lamont	1	section_marker	hf_20522
Excerpt from Verse 1	1	section_marker	hf_20531
Excerpt from Verse 2	1	section_marker	hf_20531
Verse 1: Rouge	1	section_marker	hf_20552
Verve 2: Rouge	1	other	hf_20552
Verse 3: KLY	1	section_marker	hf_20552
Verse 4; Sha Sha	1	section_marker	hf_20552
Chorus III	1	section_marker	hf_20560
Chorus: BandoPop & Lil Baby	1	section_marker	hf_20570
Verse 1: Lil Baby	1	section_marker	hf_20570
Verse 2: BandoPop	1	section_marker	hf_20570
Bridge: BandoPop	1	section_marker	hf_20570
Instrumental: (0:00 - 2:40)	1	section_marker	hf_20578
Verse 1: Almighty X	1	section_marker	hf_20584
Verse 2: YNS Sirvo	1	section_marker	hf_20584
Link x2	1	speaker_or_tag	hf_20588
Verse 2: Dexxteruson	1	section_marker	hf_20618
Verse 3: Young Lasse	1	section_marker	hf_20618
Verse 4: Mond the L	1	section_marker	hf_20618
Verse 1: Feran Sadri	1	section_marker	hf_20621
Verse 2: Orthjolf	1	section_marker	hf_20621
Verse 3: Dead Thrall	1	section_marker	hf_20621
Outro: Serana	1	section_marker	hf_20621
Pay your tires???	1	other	hf_20622
trouble T roy???	1	other	hf_20622
Bridge: Azariah & Hikaru Utada	1	section_marker	hf_20626
Verse 1: Azariah & Hikaru Utada	1	section_marker	hf_20626
Interlude: Azariah	1	section_marker	hf_20626
Verse 2: Azariah & Hikaru Utada	1	section_marker	hf_20626
unclear	1	speaker_or_tag	hf_20632
Sings "The Horses" by Daryl Braithwaite	1	other	hf_20632
Chorus: Kool Keith - repeat 2X	1	section_marker	hf_20637
Verse 1: Joy Williams & John Paul White	1	section_marker	hf_20638
Ending Hook	1	section_marker	hf_20642
Intro: BroadayYay & 18Mish	1	section_marker	hf_20644
Verse 1: 18Clapo & 18Mish	1	section_marker	hf_20644
Verse 2: 18Clapo	1	section_marker	hf_20644
Verse 3: 18Mish	1	section_marker	hf_20644
Verse 4: 18Clapo	1	section_marker	hf_20644
Outro: 18Clapo	1	section_marker	hf_20644
ANTHONY HOPE	1	speaker_or_tag	hf_20665
JUDGE TURPIN	1	speaker_or_tag	hf_20665
BEADLE BAMFORD	1	speaker_or_tag	hf_20665
SWEENEY TODD	1	speaker_or_tag	hf_20665
MRS. LOVETT	1	speaker_or_tag	hf_20665
ADOLFO PIRELLI	1	speaker_or_tag	hf_20665
TURPIN AND BEADLE	1	speaker_or_tag	hf_20665
ANTHONY	1	speaker_or_tag	hf_20665
MRS LOVETT, JOHANNA, AND BEGGAR WOMAN	1	other	hf_20665
TOBIAS.	1	speaker_or_tag	hf_20665
Leslie Odom Jr.	1	speaker_or_tag	hf_20665
Verse 1: Anthony Naoil	1	section_marker	hf_20683
Verse 2: Sam Fuel	1	section_marker	hf_20683
Verse 3: Jessia Fuel	1	section_marker	hf_20683
Verse 4: Frank Fuel	1	section_marker	hf_20683
Verse 5: William Naoil	1	section_marker	hf_20683
Verse 6: Victor James	1	section_marker	hf_20683
Bridge: Outro	1	section_marker	hf_20686
Verse 1 - Baby Rich	1	section_marker	hf_20700
Verse 2 - DDG	1	section_marker	hf_20700
Verse 1: Al Right	1	section_marker	hf_20705
Bridge: C’nee Starlette	1	section_marker	hf_20705
Verse 2: Al Right	1	section_marker	hf_20705
Verse 2: Los	1	section_marker	hf_20711
Chorus: McKee & Josh Turner/McKee	1	section_marker	hf_20725
Bridge: McKee/McKee & Turner	1	section_marker	hf_20725
Outro: McKee	1	section_marker	hf_20725
Denver Jonez: Unknown	1	other	hf_20730
Verse 1:Denver Jonez	1	section_marker	hf_20730
Verse 2:Denver Jonez	1	section_marker	hf_20730
Verse 3:Young Mix	1	section_marker	hf_20730
Verse 4: Pastor Dave	1	section_marker	hf_20734
Verse 2: TeWo	1	section_marker	hf_20742
Verse 3: Mosi	1	section_marker	hf_20742
Verse 4: TeWo and Mosi	1	section_marker	hf_20742
Verse 5: TeWo	1	section_marker	hf_20742
Verse 6: Mosi	1	section_marker	hf_20742
Verse 7: TeWo and Mosi	1	section_marker	hf_20742
amazing	1	speaker_or_tag	hf_20742
your speakers	1	speaker_or_tag	hf_20742
you hating	1	speaker_or_tag	hf_20742
the bleachers	1	speaker_or_tag	hf_20742
I am lurking, run up in your dreams and cut you down like Freddy	1	other	hf_20742
Verse 8: TeWo	1	section_marker	hf_20742
Verse 9: Mosi	1	section_marker	hf_20742
Verse 10: TeWo	1	section_marker	hf_20742
Verse 11: Mosi	1	section_marker	hf_20742
Bridge: TeWo and Mosi	1	section_marker	hf_20742
T and (M)	1	other	hf_20742
Verse 12: TeWo and Mosi	1	section_marker	hf_20742
Verse 13: TeWo	1	section_marker	hf_20742
Verse 14: Mosi	1	section_marker	hf_20742
Verse 1: All	1	section_marker	hf_20745
Pre-Chorus: Darwyn	1	section_marker	hf_20745
Bleep	1	speaker_or_tag	hf_20745
Sighs	1	speaker_or_tag	hf_20745
Verse 1: Durand	1	section_marker	hf_20751
Verse 2: Kaaoz	1	section_marker	hf_20751
fades until end	1	speaker_or_tag	hf_20755
Verse 2: Bart	1	section_marker	hf_20776
Verse 3: Bart	1	section_marker	hf_20776
Verse 1: Grady Glozart	1	section_marker	hf_20784
Verse 2: ilovecapri	1	section_marker	hf_20784
A frail and hollow human shell.	1	other	hf_20788
pale ?	1	other	hf_20790
hell/held ?	1	other	hf_20790
the wind ?	1	other	hf_20790
boardin' ?	1	other	hf_20790
Intro: ClassicCrazy & Us3rn4mee	1	section_marker	hf_20803
Verse 1: ClassicCrazy	1	section_marker	hf_20803
Verse 2: Us3rn4mee	1	section_marker	hf_20803
Verse 3: ClassicCrazy	1	section_marker	hf_20803
Verse 4: Us3rn4mee	1	section_marker	hf_20803
Outro: ClassicCrazy & Us3rn4mee	1	section_marker	hf_20803
Break - Spoken	1	section_marker	hf_20811
Verse 2: Nick Jonas	1	section_marker	hf_20815
Verse 2: $lade	1	section_marker	hf_20826
Verse 3: YungV1400	1	section_marker	hf_20826
Verse 1: NickoJOURNEY + *Iron Br11*	1	section_marker	hf_20829
Bridge 1: NickoJOURNEY	1	section_marker	hf_20829
Chorus 2: NickoJOURNEY	1	section_marker	hf_20829
Interlude 1: IronBr11	1	section_marker	hf_20829
Verse 3: NickoJOURNEY	1	section_marker	hf_20829
Outro: Iron Br11	1	section_marker	hf_20829
Verse: Killa Zay	1	section_marker	hf_20833
Hook: Lowlifekoda	1	section_marker	hf_20833
Verse 1: Peezy	1	section_marker	hf_20838
Chorus: Peezy & Icewear Vezzo	1	section_marker	hf_20838
Verse 3: Baby Money	1	section_marker	hf_20838
Verse 2: Markus Sieber & Angelika Baumbach	1	section_marker	hf_20847
Verso	1	speaker_or_tag	hf_20852
B	1	other	hf_20863
Bridge: Justin Vernon	1	section_marker	hf_20874
Outro: Justin Vernon and Kanye West	1	section_marker	hf_20874
Chorus: Fetty Wap, Don Lu Both	1	section_marker	hf_20880
Verse 1: Don Lu	1	section_marker	hf_20880
Verse 2: Fetty Wap	1	section_marker	hf_20880
Verse 3: Don Lu	1	section_marker	hf_20880
Verse 2: Backxwash	1	section_marker	hf_20889
Verse 3: Cadence Weapon	1	section_marker	hf_20889
Intro: Juice WRLD	1	section_marker	hf_20890
Chorus: Juice WRLD & Lil Yachty	1	section_marker	hf_20890
Verse 2: BTK	1	section_marker	hf_20897
Verse 3: BTK	1	section_marker	hf_20897
Intro: Jammer	1	section_marker	hf_20902
Verse 1: Jammer	1	section_marker	hf_20902
Verse 2: Jafro	1	section_marker	hf_20902
Verse 3: Funky Dee	1	section_marker	hf_20902
Verse 4: Tommy B	1	section_marker	hf_20902
Verse 5: Ten Dixon	1	section_marker	hf_20902
Verse 6: Jay0117	1	section_marker	hf_20902
Verse 7: Rawza	1	section_marker	hf_20902
Verse 8: Tana	1	section_marker	hf_20902
Verse 9: Yizzy	1	section_marker	hf_20902
